Job ID,Job Role,Disability,Skills Required,Work Mode,Salary (INR),Workplace Accessibility,Workplace Location
1424,Teacher,"Mental Health Condition, Chronic Illness, Speech Impairment, Cognitive Impairment","Teaching, Curriculum Planning, Public Speaking",Remote,1227304,Wheelchair Access,Ahmedabad
1425,Data Analyst,"Mental Health Condition, Chronic Illness, Cognitive Impairment, Autism Spectrum Disorder","Python, SQL, Excel",On-site,639891,Assistive Technology,Jaipur
1426,Marketing Manager,"Mental Health Condition, Physical Disability, Hearing Impairment","SEO, Social Media Marketing, Communication",On-site,773247,Sign Language Interpreter,Pune
1427,Software Engineer,"Hearing Impairment, Cognitive Impairment, Chronic Illness","Python, JavaScript, SQL",Hybrid,976841,Sign Language Interpreter,Hyderabad
1428,Teacher,"Autism Spectrum Disorder, Mental Health Condition","Teaching, Curriculum Planning, Public Speaking",Remote,616781,Sign Language Interpreter,Kolkata
1429,Software Engineer,"Speech Impairment, Mental Health Condition, Autism Spectrum Disorder, Cognitive Impairment","Python, JavaScript, SQL",Remote,665074,Sign Language Interpreter,Jaipur
1430,Software Engineer,"Cognitive Impairment, Neurological Disorder, Autism Spectrum Disorder, Speech Impairment","Python, JavaScript, SQL",Remote,919425,Quiet Workspace,Kolkata
1431,Cybersecurity Analyst,"Speech Impairment, Cognitive Impairment, Neurological Disorder","Networking, Security, Risk Management",On-site,1157286,Quiet Workspace,Chennai
1432,Data Analyst,"Neurological Disorder, Speech Impairment, Physical Disability","Python, SQL, Excel",Hybrid,485089,Assistive Technology,Mumbai
1433,Data Analyst,"Physical Disability, Hearing Impairment, Mental Health Condition","Python, SQL, Excel",Hybrid,459487,Remote Work Possible,Pune
1434,Content Writer,"Hearing Impairment, Autism Spectrum Disorder, Physical Disability, Neurological Disorder","Writing, Editing, SEO",Hybrid,1419151,Remote Work Possible,Mumbai
1435,Cybersecurity Analyst,"Physical Disability, Autism Spectrum Disorder","Networking, Security, Risk Management",Remote,1101894,Wheelchair Access,Mumbai
1436,Call Center Agent,"Neurological Disorder, Cognitive Impairment, Autism Spectrum Disorder, Visual Impairment","Communication, Problem-Solving, Customer Service",Hybrid,1402601,Assistive Technology,Jaipur
1437,Mechanical Engineer,"Physical Disability, Mental Health Condition, Hearing Impairment","AutoCAD, SolidWorks, Design Thinking",On-site,657987,Sign Language Interpreter,Hyderabad
1438,HR Executive,"Chronic Illness, Autism Spectrum Disorder, Hearing Impairment, Cognitive Impairment","Communication, Leadership, Negotiation",Hybrid,1411432,Quiet Workspace,Pune
1439,Marketing Manager,"Visual Impairment, Chronic Illness","SEO, Social Media Marketing, Communication",On-site,1441126,Assistive Technology,Mumbai
1440,Graphic Designer,"Physical Disability, Chronic Illness","Adobe Photoshop, Illustrator, Creativity",Hybrid,987084,Sign Language Interpreter,Pune
1441,Cybersecurity Analyst,"Hearing Impairment, Speech Impairment, Neurological Disorder, Cognitive Impairment","Networking, Security, Risk Management",On-site,1148687,Assistive Technology,Hyderabad
1442,Graphic Designer,"Mental Health Condition, Physical Disability","Adobe Photoshop, Illustrator, Creativity",On-site,1123154,Remote Work Possible,Delhi
1443,Cybersecurity Analyst,"Speech Impairment, Physical Disability","Networking, Security, Risk Management",Remote,1449075,Wheelchair Access,Ahmedabad
1444,Marketing Manager,"Hearing Impairment, Chronic Illness, Speech Impairment, Autism Spectrum Disorder","SEO, Social Media Marketing, Communication",Hybrid,984339,Assistive Technology,Jaipur
1445,Teacher,"Neurological Disorder, Visual Impairment, Cognitive Impairment, Chronic Illness","Teaching, Curriculum Planning, Public Speaking",On-site,1066421,Wheelchair Access,Delhi
1446,Software Engineer,"Mental Health Condition, Cognitive Impairment, Visual Impairment","Python, JavaScript, SQL",Hybrid,899647,Assistive Technology,Chennai
1447,Content Writer,"Physical Disability, Neurological Disorder","Writing, Editing, SEO",Remote,1407658,Quiet Workspace,Pune
1448,Cybersecurity Analyst,"Hearing Impairment, Chronic Illness","Networking, Security, Risk Management",On-site,736191,Sign Language Interpreter,Pune
1449,Teacher,"Physical Disability, Cognitive Impairment, Mental Health Condition","Teaching, Curriculum Planning, Public Speaking",On-site,568556,Assistive Technology,Kolkata
1450,Software Engineer,"Visual Impairment, Mental Health Condition, Neurological Disorder, Cognitive Impairment","Python, JavaScript, SQL",On-site,1220409,Sign Language Interpreter,Bangalore
1451,Software Engineer,"Hearing Impairment, Physical Disability","Python, JavaScript, SQL",On-site,1481325,Remote Work Possible,Hyderabad
1452,Call Center Agent,"Cognitive Impairment, Autism Spectrum Disorder, Visual Impairment","Communication, Problem-Solving, Customer Service",Hybrid,775853,Sign Language Interpreter,Delhi
1453,HR Executive,"Chronic Illness, Autism Spectrum Disorder","Communication, Leadership, Negotiation",On-site,985876,Assistive Technology,Pune
1454,HR Executive,"Physical Disability, Chronic Illness","Communication, Leadership, Negotiation",On-site,1070758,Sign Language Interpreter,Hyderabad
1455,Marketing Manager,"Mental Health Condition, Physical Disability","SEO, Social Media Marketing, Communication",On-site,654500,Wheelchair Access,Chennai
1456,Mechanical Engineer,"Mental Health Condition, Physical Disability, Visual Impairment, Neurological Disorder","AutoCAD, SolidWorks, Design Thinking",On-site,756445,Quiet Workspace,Pune
1457,Data Analyst,"Speech Impairment, Visual Impairment, Mental Health Condition","Python, SQL, Excel",Remote,498488,Sign Language Interpreter,Kolkata
1458,Mechanical Engineer,"Speech Impairment, Neurological Disorder, Chronic Illness, Hearing Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,1113240,Assistive Technology,Chennai
1459,Data Analyst,"Neurological Disorder, Cognitive Impairment, Mental Health Condition, Hearing Impairment","Python, SQL, Excel",Remote,669519,Quiet Workspace,Jaipur
1460,Cybersecurity Analyst,"Autism Spectrum Disorder, Hearing Impairment, Chronic Illness","Networking, Security, Risk Management",Remote,663129,Wheelchair Access,Ahmedabad
1461,Graphic Designer,"Physical Disability, Speech Impairment, Cognitive Impairment, Chronic Illness","Adobe Photoshop, Illustrator, Creativity",Remote,1122993,Assistive Technology,Mumbai
1462,Content Writer,"Autism Spectrum Disorder, Physical Disability, Visual Impairment","Writing, Editing, SEO",On-site,1497298,Wheelchair Access,Mumbai
1463,Cybersecurity Analyst,"Cognitive Impairment, Speech Impairment","Networking, Security, Risk Management",Remote,618435,Quiet Workspace,Delhi
1464,Data Analyst,"Visual Impairment, Autism Spectrum Disorder, Physical Disability","Python, SQL, Excel",Hybrid,1093604,Quiet Workspace,Jaipur
1465,Mechanical Engineer,"Speech Impairment, Neurological Disorder, Hearing Impairment, Visual Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,749445,Sign Language Interpreter,Delhi
1466,Cybersecurity Analyst,"Cognitive Impairment, Hearing Impairment, Physical Disability, Neurological Disorder","Networking, Security, Risk Management",Hybrid,1236439,Wheelchair Access,Chennai
1467,Call Center Agent,"Physical Disability, Chronic Illness","Communication, Problem-Solving, Customer Service",On-site,414866,Remote Work Possible,Chennai
1468,Mechanical Engineer,"Hearing Impairment, Cognitive Impairment, Mental Health Condition","AutoCAD, SolidWorks, Design Thinking",Remote,1056729,Remote Work Possible,Mumbai
1469,Teacher,"Speech Impairment, Mental Health Condition, Visual Impairment, Cognitive Impairment","Teaching, Curriculum Planning, Public Speaking",Remote,1288942,Sign Language Interpreter,Chennai
1470,Graphic Designer,"Physical Disability, Mental Health Condition","Adobe Photoshop, Illustrator, Creativity",On-site,962426,Assistive Technology,Mumbai
1471,Cybersecurity Analyst,"Autism Spectrum Disorder, Cognitive Impairment, Chronic Illness, Mental Health Condition","Networking, Security, Risk Management",Remote,1022205,Wheelchair Access,Hyderabad
1472,Content Writer,"Speech Impairment, Mental Health Condition, Neurological Disorder, Cognitive Impairment","Writing, Editing, SEO",Hybrid,426622,Sign Language Interpreter,Hyderabad
1473,Cybersecurity Analyst,"Neurological Disorder, Speech Impairment","Networking, Security, Risk Management",On-site,1176751,Remote Work Possible,Mumbai
1474,Content Writer,"Neurological Disorder, Speech Impairment, Chronic Illness, Physical Disability","Writing, Editing, SEO",Hybrid,748983,Assistive Technology,Hyderabad
1475,Software Engineer,"Physical Disability, Visual Impairment","Python, JavaScript, SQL",On-site,1081150,Wheelchair Access,Kolkata
1476,Graphic Designer,"Physical Disability, Autism Spectrum Disorder, Mental Health Condition","Adobe Photoshop, Illustrator, Creativity",Remote,650655,Assistive Technology,Bangalore
1477,Cybersecurity Analyst,"Chronic Illness, Speech Impairment","Networking, Security, Risk Management",Remote,1285426,Assistive Technology,Chennai
1478,Data Analyst,"Cognitive Impairment, Hearing Impairment, Mental Health Condition, Physical Disability","Python, SQL, Excel",Remote,864822,Sign Language Interpreter,Ahmedabad
1479,Mechanical Engineer,"Autism Spectrum Disorder, Chronic Illness, Cognitive Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,968551,Wheelchair Access,Mumbai
1480,Content Writer,"Autism Spectrum Disorder, Physical Disability, Neurological Disorder","Writing, Editing, SEO",Hybrid,751067,Assistive Technology,Pune
1481,Marketing Manager,"Physical Disability, Mental Health Condition, Speech Impairment","SEO, Social Media Marketing, Communication",Hybrid,1492931,Remote Work Possible,Ahmedabad
1482,Call Center Agent,"Mental Health Condition, Visual Impairment, Neurological Disorder","Communication, Problem-Solving, Customer Service",On-site,1316526,Sign Language Interpreter,Pune
1483,Marketing Manager,"Mental Health Condition, Cognitive Impairment, Autism Spectrum Disorder, Chronic Illness","SEO, Social Media Marketing, Communication",Hybrid,449900,Sign Language Interpreter,Mumbai
1484,Software Engineer,"Autism Spectrum Disorder, Hearing Impairment, Mental Health Condition","Python, JavaScript, SQL",On-site,1280862,Wheelchair Access,Jaipur
1485,Cybersecurity Analyst,"Neurological Disorder, Hearing Impairment, Visual Impairment, Mental Health Condition","Networking, Security, Risk Management",Hybrid,1306645,Assistive Technology,Kolkata
1486,Software Engineer,"Mental Health Condition, Neurological Disorder","Python, JavaScript, SQL",Hybrid,1048791,Wheelchair Access,Delhi
1487,Content Writer,"Mental Health Condition, Neurological Disorder, Autism Spectrum Disorder, Visual Impairment","Writing, Editing, SEO",Hybrid,978232,Sign Language Interpreter,Mumbai
1488,Teacher,"Autism Spectrum Disorder, Speech Impairment, Physical Disability, Neurological Disorder","Teaching, Curriculum Planning, Public Speaking",On-site,941597,Sign Language Interpreter,Hyderabad
1489,HR Executive,"Visual Impairment, Autism Spectrum Disorder, Neurological Disorder","Communication, Leadership, Negotiation",Remote,1004957,Remote Work Possible,Chennai
1490,Marketing Manager,"Hearing Impairment, Visual Impairment, Neurological Disorder, Physical Disability","SEO, Social Media Marketing, Communication",Remote,550476,Sign Language Interpreter,Jaipur
1491,Data Analyst,"Visual Impairment, Speech Impairment, Cognitive Impairment, Neurological Disorder","Python, SQL, Excel",Hybrid,883159,Wheelchair Access,Delhi
1492,Data Analyst,"Neurological Disorder, Hearing Impairment, Speech Impairment","Python, SQL, Excel",Hybrid,1251479,Assistive Technology,Hyderabad
1493,Call Center Agent,"Hearing Impairment, Speech Impairment","Communication, Problem-Solving, Customer Service",Hybrid,1137907,Sign Language Interpreter,Mumbai
1494,Marketing Manager,"Visual Impairment, Cognitive Impairment, Hearing Impairment","SEO, Social Media Marketing, Communication",Hybrid,497758,Quiet Workspace,Bangalore
1495,HR Executive,"Hearing Impairment, Cognitive Impairment","Communication, Leadership, Negotiation",On-site,1208009,Sign Language Interpreter,Bangalore
1496,Call Center Agent,"Cognitive Impairment, Physical Disability, Speech Impairment","Communication, Problem-Solving, Customer Service",Hybrid,1006226,Wheelchair Access,Hyderabad
1497,Teacher,"Hearing Impairment, Visual Impairment","Teaching, Curriculum Planning, Public Speaking",Remote,489441,Wheelchair Access,Pune
1498,Data Analyst,"Autism Spectrum Disorder, Chronic Illness, Mental Health Condition","Python, SQL, Excel",Remote,470218,Wheelchair Access,Delhi
1499,Cybersecurity Analyst,"Cognitive Impairment, Mental Health Condition, Chronic Illness","Networking, Security, Risk Management",Hybrid,1118910,Wheelchair Access,Delhi
1500,Content Writer,"Autism Spectrum Disorder, Physical Disability, Mental Health Condition","Writing, Editing, SEO",Hybrid,948174,Assistive Technology,Bangalore
1501,Data Analyst,"Neurological Disorder, Mental Health Condition, Hearing Impairment","Python, SQL, Excel",On-site,1125430,Sign Language Interpreter,Kolkata
1502,Graphic Designer,"Neurological Disorder, Hearing Impairment","Adobe Photoshop, Illustrator, Creativity",Hybrid,710622,Sign Language Interpreter,Jaipur
1503,HR Executive,"Mental Health Condition, Cognitive Impairment, Chronic Illness","Communication, Leadership, Negotiation",Remote,929742,Assistive Technology,Hyderabad
1504,Cybersecurity Analyst,"Visual Impairment, Chronic Illness, Neurological Disorder","Networking, Security, Risk Management",Remote,1353050,Assistive Technology,Chennai
1505,Teacher,"Visual Impairment, Hearing Impairment, Autism Spectrum Disorder, Speech Impairment","Teaching, Curriculum Planning, Public Speaking",Hybrid,567721,Assistive Technology,Mumbai
1506,Cybersecurity Analyst,"Hearing Impairment, Neurological Disorder","Networking, Security, Risk Management",On-site,679677,Sign Language Interpreter,Kolkata
1507,Marketing Manager,"Cognitive Impairment, Chronic Illness, Hearing Impairment, Visual Impairment","SEO, Social Media Marketing, Communication",Hybrid,959088,Quiet Workspace,Chennai
1508,HR Executive,"Visual Impairment, Mental Health Condition, Neurological Disorder, Hearing Impairment","Communication, Leadership, Negotiation",On-site,915655,Wheelchair Access,Jaipur
1509,HR Executive,"Visual Impairment, Hearing Impairment","Communication, Leadership, Negotiation",Hybrid,1161927,Quiet Workspace,Mumbai
1510,Mechanical Engineer,"Chronic Illness, Speech Impairment, Cognitive Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,1385494,Wheelchair Access,Chennai
1511,HR Executive,"Mental Health Condition, Physical Disability, Hearing Impairment","Communication, Leadership, Negotiation",Hybrid,1091179,Quiet Workspace,Ahmedabad
1512,Data Analyst,"Autism Spectrum Disorder, Hearing Impairment, Neurological Disorder, Mental Health Condition","Python, SQL, Excel",Hybrid,1205277,Quiet Workspace,Jaipur
1513,Content Writer,"Chronic Illness, Hearing Impairment, Speech Impairment","Writing, Editing, SEO",Hybrid,1037361,Assistive Technology,Pune
